"title","station","description","issues","medium","character","url","imageURL","bcastId","documentId"
"Der Kommissar und das Meer","ZDF","Samstagskrimireihe mit Walter Sittler im ZDF","15","tv","K","https://www.zdf.de//filme/der-kommissar-und-das-meer","https://www.zdf.de/assets/der-kommissar-und-das-meer-sendungsteaser-100~1920x1080?cb=1477638678840"
"Der Kriminalist","ZDF","Christian Berkel ermittelt als Bruno Schumann in ""Der Kriminalist"".","14","tv","K","https://www.zdf.de//serien/der-kriminalist","https://www.zdf.de/assets/sendungsteaser-der-kriminalist-100~1920x1080?cb=1477648101929"
"Die Küchenschlacht","ZDF","Jede Woche treten sechs Hobbyköche gegeneinander an. Jeden Tag muss ein Kandidat die Sendung verlassen.","509","tv","K","https://www.zdf.de//show/die-kuechenschlacht","https://www.zdf.de/assets/die-kuechenschlacht-sendungsteaser-100~1920x1080?cb=1477638972099"
"Kulturzeit","3sat","""kulturzeit"" berichtet aus Deutschland, Österreich und der Schweiz über das kulturelle Leben in seiner gesamten Bandbreite.","547","tv","K","https://www.zdf.de//kultur/kulturzeit","https://www.zdf.de/assets/kulturzeit-sendungsteaser-100~1920x1080?cb=1477641002767"
"Kuttner plus Zwei","","Kuttner plus Zwei: Sarah Kuttner trifft in ihrer Berliner Altbauwohnung zwei prominente Gäste zum lockeren Plausch.","23","tv","K","https://www.zdf.de//kultur/kuttner-plus-zwei","https://www.zdf.de/assets/kuttner-plus-zwei-sendungsteaser-100~1920x1080?cb=1477641044635"
"Länderspiegel","ZDF","Länderspiegel","348","tv","L","https://www.zdf.de//politik/laenderspiegel","https://www.zdf.de/assets/laenderspiegel-sendungsteaser-100~1920x1080?cb=1477583724790"
"Leschs Kosmos","ZDF","Leschs Kosmos, Wissenschaftsmagazin mit Professor Harald Lesch","514","tv","L","https://www.zdf.de//wissen/leschs-kosmos","https://www.zdf.de/assets/sendungsteaser-leschs-kosmos-100~1920x1080?cb=1477583916075"
"Letzte Spur Berlin","ZDF","Letzte Spur Berlin: Die Schicksale spurlos Verschwundener fordern das Team der Berliner Vermisstenstelle des LKA um Chefermittler Radek heraus.","9","tv","L","https://www.zdf.de//serien/letzte-spur-berlin","https://www.zdf.de/assets/sendungsteaser-letzte-spur-berlin-100~1920x1080?cb=1477657279395"
"Leute heute","ZDF","Das ZDF-Prominentenmagazin von Montag bis Freitag","141","tv","L","https://www.zdf.de//nachrichten/leute-heute","https://www.zdf.de/assets/sendungsteaser-leute-heute-100~1920x1080?cb=1477644149466"
"Lewis - Der Oxford-Krimi","ZDF","Kevin Whately spielt in dieser britischen Krimiserie  Inspector Robert Lewis, der in Oxford ermittelt","5","tv","L","https://www.zdf.de//serien/lewis","https://www.zdf.de/assets/sendungsteaser-lewis-100~1920x1080?cb=1477657735340"
"Das Literarische Quartett","ZDF","Bücherstreit im ZDF mit den Literaten Volker Weidermann, Christine Westermann, Maxim Biller und einem Gast aus der Literaturszene.","89","tv","L","https://www.zdf.de//kultur/das-literarische-quartett","https://www.zdf.de/assets/das-literarische-quartett-sendungsteaser-100~1920x1080?cb=1477579481483"
"logo!","","Aktuelle Nachrichten aus aller Welt, verständlich erklärt für Kinder: Dafür steht logo!","","tv","L","https://www.zdf.de//nachrichten/logo","https://www.zdf.de/assets/sendungsteaser-tivi-logo-100~1920x1080?cb=1477644432420"
"LOTTO Ziehung am Mittwoch","","Lotto am Mittwoch","2","tv","L","https://www.zdf.de//show/lotto-ziehung-am-mittwoch","https://www.zdf.de/assets/lotto-am-mittwoch-sendungsteaser-100~1920x1080?cb=1477641102981"
"Mainzelmännchen","","Alles Wissenswerte über Anton, Berti, Conni, Det, Edi und Fritzchen","","tv","M","https://www.zdf.de//mainzelmaennchen","https://www.zdf.de/assets/mm-sendungsteaser-100~1920x1080?cb=1479816762374"
"Mainzer Stadtschreiber","","Der Mainzer Stadtschreiber-Literaturpreis, der vom ZDF, 3sat und der Stadt Mainz seit 1985 vergeben","5","tv","M","https://www.zdf.de//kultur/mainzer-stadtschreiber","https://www.zdf.de/assets/sendungsteaser-mainzer-stadtschreiber-100~1920x1080?cb=1481299111130"
"makro","3sat","Jeden Freitagabend bietet makro Orientierung im globalen Wirtschaftsdschungel","478","tv","M","https://www.zdf.de//verbraucher/makro","https://www.zdf.de/assets/makro-sendungsteaser-100~1920x1080?cb=1477643941039"
"Mann, Sieber!","ZDF","Tobias Mann und Christoph Sieber präsentieren politische Late Night im ZDF.","65","tv","M","https://www.zdf.de//comedy/mann-sieber","https://www.zdf.de/assets/mann-sieber-sendungsteaser-100~1920x1080?cb=1477641150314"
"Marie Brand und ...","ZDF","Samstagskrimireihe um die hochbegabte Hauptkommissarin Marie Brand (Mariele Millowitsch) von der Kölner Mordkommission","25","tv","M","https://www.zdf.de//filme/marie-brand-und","https://www.zdf.de/assets/sendungsteaser-marie-brand-100~1920x1080?cb=1478270950494"
"Markus Lanz","ZDF","Talk, Talkshow, Markus Lanz, Gesellschaft","108","tv","M","https://www.zdf.de//gesellschaft/markus-lanz","https://www.zdf.de/assets/markus-lanz-sendungsteaser-100~1920x1080?cb=1482327073235"
"maybrit illner","ZDF","Einmal pro Woche führt Maybrit Illner durch ihren gleichnamigen Polittalk. Mit Gästen aus Gesellschaft, Politik und Wirtschaft diskutiert sie live aus Berlin das ""Thema der Woche"".","105","tv","M","https://www.zdf.de//politik/maybrit-illner","https://www.zdf.de/assets/maybrit-illner-sendungsteaser-100~1920x1080?cb=1477041827530"
"Menschen 2016","","Der ZDF-Jahresrückblick mit Markus Lanz","20","tv","M","https://www.zdf.de//show/menschen-2016/menschen-102.html","https://www.zdf.de/assets/menschen-2016-sendungsteaser-100~1920x1080?cb=1480073015746"
"Menschen - das Magazin","ZDF","""Menschen - das Magazin"" stellt den Alltag von Menschen in den Mittelpunkt, die sonst eher am Rande der Gesellschaft leben.","98","tv","M","https://www.zdf.de//gesellschaft/menschen-das-magazin","https://www.zdf.de/assets/menschen-das-magazin-sendungsteaser-100~1920x1080?cb=1477641423970"
"ZDF-Mittagsmagazin","ZDF","Politik und Verbraucherthemen","766","tv","M","https://www.zdf.de//nachrichten/zdf-mittagsmagazin","https://www.zdf.de/assets/sendungsteaser-mima-100~1920x1080?cb=1480584543094"
"ML mona lisa","ZDF","ML mona lisa - das gesellschaftspolitische Magazin des ZDF mit aktuellen und relevanten Themen.","310","tv","M","https://www.zdf.de//gesellschaft/ml-mona-lisa","https://www.zdf.de/assets/sendungsteaser-mona-lisa-100~1920x1080?cb=1477647600513"
"Modus - Der Mörder in uns","ZDF","Sehen Sie ab dem 11.11.2016 alle vier Folgen der neuen ZDF-Krimireihe ""Modus - Der Mörder in uns"" vorab in der ZDFmediathek","10","tv","M","https://www.zdf.de//serien/modus-der-moerder-in-uns","https://www.zdf.de/assets/modus-sendungsteaser-100~1920x1080?cb=1477644455843"
"Montagskino","","Top-Spielfilmunterhaltung im ZDF mit bekannten Blockbustern, spannenden Krimis und cineastischen Entdeckungen.","13","tv","M","https://www.zdf.de//filme/montagskino","https://www.zdf.de/assets/montagskino-sendungsteaser-100~1920x1080?cb=1477643681343"
"Mordshunger","ZDF","Mordshunger ist eine ZDF-Serie mit Anna Schudt und Aurel Manthei in den Hauptrollen.","","tv","M","https://www.zdf.de//serien/mordshunger","https://www.zdf.de/assets/sendungsteaser-mordshunger-100~1920x1080?cb=1477584329353"
"ZDF-Morgenmagazin","ZDF","Nachrichten, Politik und Buntes zu früher Stunde","2494","tv","M","https://www.zdf.de//nachrichten/zdf-morgenmagazin","https://www.zdf.de/assets/sendungsteaser-moma-100~1920x1080?cb=1477584043114"
"München Mord","ZDF","ZDF-Samstagskrimi-Reihe mit Alexander Held, Angelika Flierl und Marcus Mittermeier in den Hauptrollen","3","tv","M","https://www.zdf.de//filme/muenchen-mord","https://www.zdf.de/assets/muenchen-mord-sendungsteaser-100~1920x1080?cb=1477641591470"
"Musik im ZDF","","Musiksendungen im Überblick","16","tv","M","https://www.zdf.de//show/musik-im-zdf","https://www.zdf.de/assets/musik-im-zdf-sendungsteaser-100~1920x1080?cb=1477644074937"
"Peter Hahne","ZDF","Zwei Gäste mit unterschiedlichen Sichtweisen sprechen mit Peter Hahne über ein Thema, das aktuell kontrovers diskutiert wird.","316","tv","P","https://www.zdf.de//gesellschaft/peter-hahne","https://www.zdf.de/assets/sendungsteaser-peter-hahne-100~1920x1080?cb=1477647381788"
"Phoenix-Runde","PHOENIX","Die phoenix Runde ist ein Forum für die aktuelle politische Debatte in Deutschland","42","tv","P","https://www.zdf.de//politik/phoenix-runde","https://www.zdf.de/assets/phoenix-runde-sendungsteaser-100~1920x1080?cb=1477644479645"
"planet e.","","Das Stranden und Verenden von 30 Pottwalen an der deutschen Nordseeküste zeigt die dramatische Lage der großen Meeressäuger.","244","tv","P","https://www.zdf.de//dokumentation/planet-e","https://www.zdf.de/assets/sendungsteaser-planet-e-100~1920x1080?cb=1477640864896"
"Politbarometer","ZDF","Politbarometer","15","tv","P","https://www.zdf.de//politik/politbarometer","https://www.zdf.de/assets/sendungsteaser-politbarometer-100~1920x1080?cb=1477638743707"
"Precht","ZDF","Richard David Precht und ein Gesprächspartner diskutieren große Fragen unserer Gesellschaft","35","tv","P","https://www.zdf.de//gesellschaft/precht","https://www.zdf.de/assets/sendungsteaser-precht-100~1920x1080?cb=1477645652800"
"Der Quiz-Champion","ZDF","""Der Quiz-Champion"" mit Johannes B. Kerner meldet sich mit einem ""Champions-Special"" zurück. Alle ehemaligen Finalisten treten noch einmal an.","10","tv","Q","https://www.zdf.de//show/der-quiz-champion","https://www.zdf.de/assets/der-quiz-champion-sendungsteaser-100~1920x1080?cb=1477638721958"
"Die Rosenheim-Cops","ZDF","Jeden Dienstag ermitteln die Rosenheim-Cops in Mordfällen - auf ihre ganz unnachahmliche und kuriose Art.","97","tv","R","https://www.zdf.de//serien/die-rosenheim-cops","https://www.zdf.de/assets/sendungsteaser-die-rosenheim-cops-100~1920x1080?cb=1477654157604"
"ZDF.reportage","ZDF","ZDF.reportage","67","tv","R","https://www.zdf.de//dokumentation/zdf-reportage","https://www.zdf.de/assets/reportage-ohnezdf-1980x-100~1920x1080?cb=1477638835080"
"ZDF Royal","ZDFinfo","Ob königliche Geburtstage, Hochzeiten, Taufen oder Skandale - ZDF Royal berichtet über den europäischen Hochadel.","33","tv","R","https://www.zdf.de//gesellschaft/zdf-royal","https://www.zdf.de/assets/sendungsteaser-royal-100~1920x1080?cb=1477646725943"
"Schulz und Boehmermann - ZDFneo","","Talkshow mit Olli Schulz und Jan Böhmermann","7","tv","S","https://www.zdf.de//show/schulz-und-boehmermann-zdfneo","https://www.zdf.de/assets/sendungsteaser-sundb-100~1920x1080?cb=1477644695685"
"Schwarzach 23","ZDF","ZDF Samstagskrimi mit Maximilian Brückner, Friedrich von Thun, Gundi Ellert, Marlene Moreis","9","tv","S","https://www.zdf.de//filme/schwarzach-23","https://www.zdf.de/assets/schwarzach-sendungsteaser-100~1920x1080?cb=1477644928373"
"scobel","3sat","Inhaltlich meist interdisziplinär und formal aus unterschiedlichen Perspektiven werden Themen abgeklopft und Meinungen hinterfragt.","116","tv","S","https://www.zdf.de//wissen/scobel","https://www.zdf.de/assets/sendungsteaser-scobel-100~1920x1080?cb=1476455309115"
"Sketch-History","ZDF","""Sketch History - Neues von gestern"" ist die  Sketchcomedy rund um das Thema Weltgeschichte.","52","tv","S","https://www.zdf.de//comedy/sketch-history","https://www.zdf.de/assets/sketch-history-sendungsteaser-100~1920x1080?cb=1477641362623"
"SOKO Kitzbühel","ZDF","Infos rund um die Sendung ""SOKO Kitzbühel"".","81","tv","S","https://www.zdf.de//serien/soko-kitzbuehel","https://www.zdf.de/assets/sendungsteaser-soko-kitzbuehel-100~1280x720?cb=1477582682666"
"SOKO Köln","ZDF","Die beliebte Krimi-Serie im ZDF","71","tv","S","https://www.zdf.de//serien/soko-koeln","https://www.zdf.de/assets/sendungsteaser-soko-koeln-100~1280x720?cb=1477660080105"
"SOKO Leipzig","ZDF","Immer freitags klärt das Team der  ""SOKO Leipzig"" spannende Fälle in der sächsischen Metropole auf.","89","tv","S","https://www.zdf.de//serien/soko-leipzig","https://www.zdf.de/assets/sendungsteaser-soko-leipzig-100~1920x1080?cb=1477582205776"
"SOKO München","ZDF","Die Krimiserie SOKO München im ZDF","64","tv","S","https://www.zdf.de//serien/soko-muenchen","https://www.zdf.de/assets/sendungstypical-soko-muenchen-100~1280x720?cb=1477581945288"
"SOKO Stuttgart","ZDF","Die SOKO Stuttgart ist eine Krimi-Serie des ZDF.","105","tv","S","https://www.zdf.de//serien/soko-stuttgart","https://www.zdf.de/assets/sendungsteaser-soko-stuttgart-100~1280x720?cb=1477580854951"
"SOKO Wien","ZDF","Freitags um 18.00 Uhr jagt das Wiener Team Verbrecher auf und an der Donau.","20","tv","S","https://www.zdf.de//serien/soko-wien","https://www.zdf.de/assets/sendungsteaser-soko-wien-100~1280x720?cb=1477580556679"
"SOKO Wismar","ZDF","SOKO Wismar, SOKO, Serie, Krimi","97","tv","S","https://www.zdf.de//serien/soko-wismar","https://www.zdf.de/assets/sendungsteaser-soko-wismar-100~1280x720?cb=1477580236388"
"Solo für Weiss","ZDF","Thriller mit Anna Maria Mühe als LKA-Zilefahnderin Nora Weiss","","tv","S","https://www.zdf.de//filme/solo-fuer-weiss","https://www.zdf.de/assets/solo-fuer-weiss-sendungsteaser-100~1920x1080?cb=1477644880402"
"sonntags","ZDF","TV fürs Leben zeigt Menschen und ihre Geschichten. Ob zu Familie, Religion oder Kultur – sonntags will Mut machen, Orientierung geben und anregen.","1376","tv","S","https://www.zdf.de//gesellschaft/sonntags","https://www.zdf.de/assets/sendungsteaser-sonntags-100~1920x1080?cb=1477646506622"
"Das Spiel beginnt!","ZDF","Die große Show von 3-99 mit Johannes B. Kerner","10","tv","S","https://www.zdf.de//show/das-spiel-beginnt","https://www.zdf.de/assets/sendungsteaser-das-spiel-beginnt-100~1920x1080?cb=1477220901224"
"SPORTreportage","","Mit aktuellem Sport, Hintergründen, dem Blick auf den aktuellen Bundesliga-Spieltag und ""Sport aus aller Welt"".","202","tv","S","https://www.zdf.de//sport/zdf-sportreportage","https://www.zdf.de/assets/sendungsteaser-sport-reportage-100~1920x1080?cb=1481276908410"
"Standpunkte","ZDF","Standpunkte","28","tv","S","https://www.zdf.de//politik/standpunkte","https://www.zdf.de/assets/sendungsteaser-standpunkte-102~1920x1080?cb=1477638488211"
"Stralsund","ZDF","Samstagskrimireihe mit Katharina Wackernagel, Wanja Mues, Alexander Held und Michael Rotschopf im ZDF","11","tv","S","https://www.zdf.de//filme/stralsund","https://www.zdf.de/assets/stralsund-sendungsteaser-100~1920x1080?cb=1477644827443"
"Taunuskrimi","ZDF","Durch die Fälle führen Kommissar Oliver von Bodenstein (Tim Bergmann) und seine Kollegin Pia Kirchhoff (Felicitas Woll) von der Kripo Hofheim.","10","tv","T","https://www.zdf.de//filme/taunuskrimi","https://www.zdf.de/assets/sendungsteaser-taunuskrimis-100~1920x1080?cb=1481288576489"
"Tempel","ZDFneo","Tempel - Die sechsteilige Dramaserie in ZDFneo - Mark Tempel kämpft für seine Familie","13","tv","T","https://www.zdf.de//serien/tempel","https://www.zdf.de/assets/tempel-sendungsteaser-100~1920x1080?cb=1479377801785"
"The Knick","","Die Serie ""The Knick"" mit Clive Owen handelt vom berühmten New Yorker Krankenhaus ""The Knickerbocker"" um 1900 und die Anfänge der modernen Medizin","7","tv","T","https://www.zdf.de//serien/the-knick","https://www.zdf.de/assets/sendungsteaser-the-knick-100~1920x1080?cb=1477394296818"
"Terra X","ZDF","Spannendes aus Geschichte, Natur und Archäologie","3684","tv","T","https://www.zdf.de//dokumentation/terra-x","https://www.zdf.de/assets/sendungsteaser-terra-x-100~1920x1080?cb=1477639109662"
"Terra Xpress","ZDF","Das Magazin ""Terra Xpress"" greift eine halbe Stunde lang Wissensfragen auf, die unmittelbar an die Erlebniswelten der Zuschauer anknüpfen.","504","tv","T","https://www.zdf.de//wissen/terra-xpress","https://www.zdf.de/assets/sendungsteaser-terra-xpress-100~1920x1080?cb=1477639424108"
"Das Traumschiff","ZDF","Seit Jahrzehnten nimmt das Traumschiff die Zuschauer mit auf Reisen in ferne Länder und an exotische Plätze. Bald heißt es wieder ""Leinen los!""","9","tv","T","https://www.zdf.de//filme/das-traumschiff","https://www.zdf.de/assets/sendungsteaser-das-traumschiff-100~1920x1080?cb=1477579551961"
"Unter Verdacht","ZDF","Samstagskrimireihe mit Senta Berger im ZDF","27","tv","U","https://www.zdf.de//filme/unter-verdacht","https://www.zdf.de/assets/sendungsteaser-unter-verdacht-100~1920x1080?cb=1478270651514"
"Volle Kanne","ZDF","""Volle Kanne - Service täglich"" präsentiert Promis und Service. Dazu gibt es Rezepte und Gesundheitstipps sowie Wohn-,  Garten- und Modetrends.","1829","tv","V","https://www.zdf.de//verbraucher/volle-kanne","https://www.zdf.de/assets/volle-kanne-sendungsteaser-100~1920x1080?cb=1477645389160"
"Was nun, ...?","ZDF","Was nun, ...?","10","tv","W","https://www.zdf.de//politik/was-nun","https://www.zdf.de/assets/sendungstypical-was-nun-100~1280x720?cb=1476890889863"
"Die schönsten Weihnachts-Hits","ZDF","Weihnachten, Carmen Nebel, MISEREOR, Brot für die Welt, Spendengala, Hilsprojekte","17","tv","W","https://www.zdf.de//show/die-schoensten-weihnachts-hits","https://www.zdf.de/assets/die-schoensten-weihnachtshits-sendungsteaser-100~1920x1080?cb=1478606669425"
"Willkommen 2017","","Silvester am Brandenburger Tor - Rutschen Sie gemeinsam mit dem ZDF und vielen Stars in dsa neue Jahr...","5","tv","W","https://www.zdf.de//show/willkommen-2017","https://www.zdf.de/assets/willkommen-2016-sendungsteaser-100~1920x1080?cb=1481121536262"
"Willkommen bei Carmen Nebel","ZDF","Carmen Nebel präsentiert im ZDF die große Show ""Willkommen bei Carmen Nebel"" mit Stars, Musik und Überraschungen","45","tv","W","https://www.zdf.de//show/willkommen-bei-carmen-nebel","https://www.zdf.de/assets/sendungsteaser-willkommen-bei-carmen-nebell-100~1920x1080?cb=1477576792842"
"Wilsberg","ZDF","Samstagskrimi-Reihe mit Leonard Lansink und Oliver Korittke in den Hauptrollen","36","tv","W","https://www.zdf.de//filme/wilsberg","https://www.zdf.de/assets/sendungsteaser-wilsberg-100~1920x1080?cb=1476976715181"
"WISO","ZDF","Jeden Montag bringt WISO wichtige und investigative Themen aus Wirtschaft und Service für Verbraucher im ZDF.","404","tv","W","https://www.zdf.de//verbraucher/wiso","https://www.zdf.de/assets/wiso-sendungsteaser-100~1920x1080?cb=1476872115680"
"ZDF-Fernsehgarten","ZDF","Der Fernsehgarten geht wieder ""on tour"":  Andrea Kiewel präsentiert die Adventsausgaben live aus Garmisch-Partenkirchen.","15","tv","Z","https://www.zdf.de//show/zdf-fernsehgarten","https://www.zdf.de/assets/fernsehgarten-ontour-sendungsteaser-100~1920x1080?cb=1478690387624"
"ZDF-History","ZDF","Zeitgeschichte hautnah erleben: Von Politik und Kutur bis hin zur Gesellschaftsgeschichte","339","tv","Z","https://www.zdf.de//dokumentation/zdf-history","https://www.zdf.de/assets/sendungsteaser-history-100~1920x1080?cb=1477639041334"
"ZDFinfo doku","ZDFinfo","Aktuelle Dokumentationen von ZDFinfo doku","460","tv","Z","https://www.zdf.de//dokumentation/zdfinfo-doku","https://www.zdf.de/assets/zdfinfo-doku-sendungsteaser-100~1920x1080?cb=1477649675554"
"Die ZDF-Kultnacht","","ZDF-Kultnacht","5","tv","Z","https://www.zdf.de//show/die-zdf-kultnacht","https://www.zdf.de/assets/zdf-kultnacht-sendungsteaser-100~1920x1080?cb=1479722405155"
"ZDF-Mittagsmagazin","ZDF","Politik und Verbraucherthemen","766","tv","Z","https://www.zdf.de//nachrichten/zdf-mittagsmagazin","https://www.zdf.de/assets/sendungsteaser-mima-100~1920x1080?cb=1480584543094"
"ZDF-Morgenmagazin","ZDF","Nachrichten, Politik und Buntes zu früher Stunde","2494","tv","Z","https://www.zdf.de//nachrichten/zdf-morgenmagazin","https://www.zdf.de/assets/sendungsteaser-moma-100~1920x1080?cb=1477584043114"
"ZDF.reportage","ZDF","ZDF.reportage","67","tv","Z","https://www.zdf.de//dokumentation/zdf-reportage","https://www.zdf.de/assets/reportage-ohnezdf-1980x-100~1920x1080?cb=1477638835080"
"SPORTreportage","","Mit aktuellem Sport, Hintergründen, dem Blick auf den aktuellen Bundesliga-Spieltag und ""Sport aus aller Welt"".","202","tv","Z","https://www.zdf.de//sport/zdf-sportreportage","https://www.zdf.de/assets/sendungsteaser-sport-reportage-100~1920x1080?cb=1481276908410"
"ZDF Royal","ZDFinfo","Ob königliche Geburtstage, Hochzeiten, Taufen oder Skandale - ZDF Royal berichtet über den europäischen Hochadel.","33","tv","Z","https://www.zdf.de//gesellschaft/zdf-royal","https://www.zdf.de/assets/sendungsteaser-royal-100~1920x1080?cb=1477646725943"
"ZDF spezial","ZDF","ZDF spezial","100","tv","Z","https://www.zdf.de//nachrichten/zdfspezial","https://www.zdf.de/assets/sendungsteaser-zdf-spezial-100~1280x720?cb=1477294993515"
"ZDFzeit","ZDF","Verbraucherthemen, Royales und Politik - die neusten Dokumentationen von ZDFzeit.","106","tv","Z","https://www.zdf.de//dokumentation/zdfzeit","https://www.zdf.de/assets/sendungsteaser-zdf-zeit-100~1920x1080?cb=1477638801105"
"ZDFzoom","ZDF","ZDFzoom","328","tv","Z","https://www.zdf.de//dokumentation/zdfzoom","https://www.zdf.de/assets/sendungsteaser-zdfzoom-100~1920x1080?cb=1477638773802"
"37 Grad","ZDF","Die Doku-Reihe mit Themen mitten aus dem Leben","94","tv","0+-+9","https://www.zdf.de//dokumentation/37-grad","https://www.zdf.de/assets/37-grad-sendungsteaser-100~1920x1080?cb=1477578947362"
"4 geben alles!","","Die neue Familienshow im ZDF","13","tv","0+-+9","https://www.zdf.de//show/4-geben-alles","https://www.zdf.de/assets/vier-geben-alles-sendungsteaser-100~1920x1080?cb=1477644733134"
